,Sentence,Author_name
638," I know it isn't as rigorous as a PhD  program, but I just am so burnt out from my Master's already",Erin's story - dropout
639, I'm planning on quitting after I  finish up this semester,Erin's story - dropout
640, I'm still trying to come to terms with that I'm not a failure or well  never do anything with my life if I leave the program,Erin's story - dropout
641, I just am  so depressed in anxious that it's hard for me to do my own work or teach at all,Erin's story - dropout
642, Thank you for  sharing your story,Erin's story - dropout
643, I needed to hear it,Erin's story - dropout
644,  REPLY    James on 5 September 2016 at 6:48 am I spent the last 7 years of my life preparing for my PhD,Erin's story - dropout
645," Throughout all that time, I never doubted  my belief that I wanted to do my PhD and become a professor one day",Erin's story - dropout
646, I was so convinced that it was  what I wanted to do that I sacrificed internships and coops that would have made me employable or  that would have given me a comfortable government job,Erin's story - dropout
647," It was satisfying enough for me that I was  achieving excellent marks and racking up scholarships, awards and TAships and that it was certain I  would do my PhD",Erin's story - dropout
648, I was accepted to a PhD program and I was supposed to start this week,Erin's story - dropout
649," However, 4 weeks ago, something unexpected happened",Erin's story - dropout
650," I started to have second thoughts, which  forced me to consult with friends, family, my landlord, my professors, and the dean of the program",Erin's story - dropout
651, Everyone chipped in but it was the dean of the program who gave me the most eye-opening and  well-informed feedback,Erin's story - dropout
652, He said a PhD is a labour of love,Erin's story - dropout
653, It is something that you do because you  love to do it not because it has any rewards,Erin's story - dropout
654," He also said that it will not improve my job  prospects; I will be giving up 4 — 5 years of my life (time I could be using to work and gain  relevant work experience); I will become overqualified for many positions; and, the academic job  market is dismal",Erin's story - dropout
655," After walking out of his office, I began to cry uncontrollably",Erin's story - dropout
656, It suddenly  occurred to me that I want to do my PhD but I do not want to have such an outcome,Erin's story - dropout
657, I kept on crying  for the next 5 days,Erin's story - dropout
658, I only slept 1 out of 5 days,Erin's story - dropout
659, I could not eat that I lost 6 kgs in 5 days,Erin's story - dropout
660, My  mind was full of thoughts of suicide and how I had ruined my life,Erin's story - dropout
661, I called my family apologizing  for being a failure,Erin's story - dropout
662, Depression is probably where I am at and I have no idea when it will end,Erin's story - dropout
663, It  occurred to me immediately afterwards what a mess my life had become,Erin's story - dropout
664, Some of my old behaviour  patterns are gone,Erin's story - dropout
665, The first thing in my hand for the last years was a book and the last thing in  my hand before falling asleep was a book,Erin's story - dropout
666," Now, it has been 4 weeks since I touched a book",Erin's story - dropout
667, My old  optimism is gone and replaced with negativity and pessimism,Erin's story - dropout
668, I have been struggling to organize my  thoughts and my life,Erin's story - dropout
669," Plus, I have been drowning in self-pity as a I work a 12",Erin's story - dropout
670,"50 per hour job at a  car manufacturing plant, while I  volunteer to gain relevant work experience",Erin's story - dropout
671, It kills me that my classmates during my Masters degree  are now working in the government or in the private sector with well-paid jobs and that I am stuck  in my situation,Erin's story - dropout
672, It has all gone so wrong,Erin's story - dropout
673, O  REPLY    Prefer to go anon on 3 March 2019 at 12:00 pm Hi!,Erin's story - dropout
674, I don't know if anyone would be in my situation out there,Erin's story - dropout
675, I joined the PhD program at my  university with great interest and enthusiasm,Erin's story - dropout
676, I am truly passionate about research,Erin's story - dropout
677," I'm in the second year of study, cleared the exams I was supposed to and yet I haven't been able to  get a head start into the topic of my future thesis",Erin's story - dropout
