,Sentence,Author_name,Vader_Sentiment,Vader_Analysis,TextBlob_Polarity,TextBlob_Analysis
602, I told very few people that I had a Ph,Erin's story - dropout,0.0,Neutral,0.0,Neutral
603, until 2013,Erin's story - dropout,0.0,Neutral,0.0,Neutral
604, Even though I  had finished it I didn't feel I deserved it because the person I became was so small and  insignificant and seemingly meaningless to this world,Erin's story - dropout,-0.6486,Negative,-0.375,Negative
605, Now I have a daughter and I do a lot of community work which brings me immense joy,Erin's story - dropout,0.5859,Positive,0.4,Positive
606, I finally  decided I wanted to be happy but I admit I still have a nightmares of being back in that toxic  place,Erin's story - dropout,0.7003,Positive,0.26666666666666666,Positive
607, But I no longer cringe when I talk about that experience and for that I am content,Erin's story - dropout,0.0,Neutral,0.0,Neutral
608, Thank you for writing what you did,Erin's story - dropout,0.3612,Neutral,0.0,Neutral
609, It was very affirming for me,Erin's story - dropout,0.0,Neutral,0.0,Neutral
610, I hope that you are well and are  happy with that awesome life-altering decision,Erin's story - dropout,0.9153,Positive,0.9,Positive
611,"  REPLY    Erin Cary on 24 April 2014 at 6:27 am Hey Manisha,  This is Erin, the original subject of Sarah's interview",Erin's story - dropout,0.3182,Neutral,0.10416666666666667,Positive
612," She sent me your comment because we're  friends, and I want you to know it really meant a lot to me that you shared all of this",Erin's story - dropout,0.7152,Positive,-0.3125,Negative
613," Even when  we know it was the right decision about 50 times over, it's still embarrassing and status-robbing  to walk away from academia, isn't it?  I'm still convinced I made the right decision—like you, I suspect, I was sort of past the point of  choosing, in some ways",Erin's story - dropout,-0.5423,Negative,0.10714285714285714,Positive
614, I really went as far as I could go there and had to leave,Erin's story - dropout,-0.0516,Neutral,0.1,Positive
615," Yet, even though  there had been so much pain, self-hounding, and internal turmoil due to the culture that myself and  all of my colleagues were subject to, I nevertheless grieved for years after leaving",Erin's story - dropout,-0.8225,Negative,-0.02291666666666666,Negative
616," I think I was  grieving for so many things at once that I couldn't separate them and still can't—for starters, I  had lost the person who had entered the program full of life and passion for my field of study; I  had lost faith that people truly want to help other people achieve their dreams; I had lost the  mental wherewithal to engage with literature the way I once had; I had lost years of my life in  which I expected my potential to bloom and take shape",Erin's story - dropout,0.4019,Neutral,0.1875,Positive
617," I'm also doing community work, though, and it heals a lot of pain, doesn't it? I guess we should  take from this the knowledge that we survived, are therefore way stronger than we thought, and we  can still find happiness on our own terms",Erin's story - dropout,0.5574,Positive,0.5666666666666667,Positive
618," Your comment was very affirming for me, too—thank you",Erin's story - dropout,0.3612,Neutral,0.0,Neutral
619,  Take care —I truly wish you the best,Erin's story - dropout,0.9186,Positive,1.0,Positive
620,  REPLY    Anonymous on 31 May 2014 at 11:24 pm I would like to apply for a PhD program but after reading these comments,Erin's story - dropout,0.3612,Neutral,0.0,Neutral
621," I feel disencourged and  scared of entering in such a trauma  REPLY    Freedom on 11 october 2017 at 1:18 am If you are passionate about it, just do it",Erin's story - dropout,0.7003,Positive,-0.05,Negative
622," It was our luck due to certain circumstances, or a  wrong choice",Erin's story - dropout,0.25,Neutral,-0.1369047619047619,Negative
623," Keep swimming  REPLY    Karen on 2 December 2014 at 9:51 pm I could just say ditto to your article—to almost every detail, down to the therapy and depleted  self-esteem",Erin's story - dropout,0.0,Neutral,0.0,Neutral
624," It was indeed a ""sick system""  at my university as well and nearly killed my love for music (my area",Erin's story - dropout,-0.4019,Neutral,-0.038095238095238106,Negative
625,) Comes close to being the  worst experience of my life to date,Erin's story - dropout,-0.5423,Negative,-0.6999999999999998,Negative
626,"  REPLY    sam on 24 December 2015 at 9:35 am  I dropped out in 2013 from my PHD after a year and half for the same reasons but it was more  chaotic situation in our faculty i don't even wanna talk about it ,so the problem is i'm jobless  now after 3 years and extremely depressed i taught about ending my life several times ( i think i  still do) ,unlike my relatives judgements i am really passionate about research i've always been  curious about anything especially computer science even though i'm a female i was doing well among  my males colleagues ,this 2 years of PHd it's a drawback for me to start out my carer or even for  applying to another university ",Erin's story - dropout,-0.5423,Negative,-0.06416666666666668,Negative
627," My advice to any student embarked on the PHd journey is to NEVER STOP if you think that you are  struggling or feeling that your thesis is an endless project you should try quitting to know how a  negligible life you gonna have without a “respectful” degree thus hold on no matter what at least  it can't be worse than our faculty,that’s my advice",Erin's story - dropout,0.5944,Positive,-0.15624999999999994,Negative
628, PS: sorry for my English i'm not a native-speaker :P,Erin's story - dropout,-0.0772,Neutral,-0.25,Negative
629,  REPLY    Alexia on 13 january 2016 at 5:03 pm This really spoke to me,Erin's story - dropout,0.0,Neutral,0.2,Positive
630, I'm struggling so much right now in my Master's program,Erin's story - dropout,-0.3182,Neutral,0.2857142857142857,Positive
631, I'm in my second  semester of my first year of it,Erin's story - dropout,0.0,Neutral,0.125,Positive
632, My focus is Literary Studies,Erin's story - dropout,0.0,Neutral,0.1,Positive
633," I've always loved literature, and I  thought this is what I wanted to do, but I'm honestly coming to resent it",Erin's story - dropout,0.7783,Positive,0.55,Positive
634, I'm having trouble  teaching as well,Erin's story - dropout,-0.1531,Neutral,-0.2,Negative
635," It's my first semester teaching, and this is how I'm paying for everything  basically",Erin's story - dropout,-0.1027,Neutral,0.25,Positive
636," It's a funded program so I don't pay anything, which is really nice",Erin's story - dropout,0.4005,Neutral,0.6,Positive
637, I just now know  that I don't want to be in academia or a professor either,Erin's story - dropout,0.0772,Neutral,0.0,Neutral
638," I know it isn't as rigorous as a PhD  program, but I just am so burnt out from my Master's already",Erin's story - dropout,-0.2732,Neutral,0.0,Neutral
639, I'm planning on quitting after I  finish up this semester,Erin's story - dropout,0.0,Neutral,0.0,Neutral
640, I'm still trying to come to terms with that I'm not a failure or well  never do anything with my life if I leave the program,Erin's story - dropout,-0.2621,Neutral,-0.3166666666666667,Negative
641, I just am  so depressed in anxious that it's hard for me to do my own work or teach at all,Erin's story - dropout,-0.6908,Negative,-0.27083333333333337,Negative
642, Thank you for  sharing your story,Erin's story - dropout,0.5719,Positive,0.0,Neutral
643, I needed to hear it,Erin's story - dropout,0.0,Neutral,0.0,Neutral
644,  REPLY    James on 5 September 2016 at 6:48 am I spent the last 7 years of my life preparing for my PhD,Erin's story - dropout,0.0,Neutral,0.0,Neutral
645," Throughout all that time, I never doubted  my belief that I wanted to do my PhD and become a professor one day",Erin's story - dropout,0.2235,Neutral,0.0,Neutral
646, I was so convinced that it was  what I wanted to do that I sacrificed internships and coops that would have made me employable or  that would have given me a comfortable government job,Erin's story - dropout,0.743,Positive,0.4,Positive
647," It was satisfying enough for me that I was  achieving excellent marks and racking up scholarships, awards and TAships and that it was certain I  would do my PhD",Erin's story - dropout,0.9062,Positive,0.4047619047619047,Positive
648, I was accepted to a PhD program and I was supposed to start this week,Erin's story - dropout,0.3818,Neutral,0.0,Neutral
649," However, 4 weeks ago, something unexpected happened",Erin's story - dropout,0.0,Neutral,0.1,Positive
650," I started to have second thoughts, which  forced me to consult with friends, family, my landlord, my professors, and the dean of the program",Erin's story - dropout,0.4939,Neutral,0.0,Neutral
651, Everyone chipped in but it was the dean of the program who gave me the most eye-opening and  well-informed feedback,Erin's story - dropout,0.2732,Neutral,0.0,Neutral
652, He said a PhD is a labour of love,Erin's story - dropout,0.6369,Positive,0.5,Positive
653, It is something that you do because you  love to do it not because it has any rewards,Erin's story - dropout,0.836,Positive,0.5,Positive
654," He also said that it will not improve my job  prospects; I will be giving up 4 — 5 years of my life (time I could be using to work and gain  relevant work experience); I will become overqualified for many positions; and, the academic job  market is dismal",Erin's story - dropout,0.5423,Positive,0.3,Positive
655," After walking out of his office, I began to cry uncontrollably",Erin's story - dropout,-0.6808,Negative,0.0,Neutral
656, It suddenly  occurred to me that I want to do my PhD but I do not want to have such an outcome,Erin's story - dropout,0.1531,Neutral,0.0,Neutral
